timestamp,vehicle_ids,overlap_ratio,relative_speed,velocities,centers,alert_sent,notes
2025-06-20 17:07:42,"['6', '8']",0.5633796063199789,1.25995522428573,"[(-1.1269382120435545, 0.5634691060217772), (0.0, 0.0)]","[(473, 54), (483, 56)]",False,Automated detection
2025-06-20 17:07:42,"['6', '16']",0.5346381164615832,1.25995522428573,"[(-1.1269382120435545, 0.5634691060217772), (0.0, 0.0)]","[(473, 54), (476, 56)]",False,Automated detection
2025-06-20 17:07:42,"['7', '16']",0.7325372037479331,0.5634691060217772,"[(0.5634691060217772, 0.0), (0.0, 0.0)]","[(504, 50), (476, 56)]",False,Automated detection
2025-06-20 17:07:42,"['8', '16']",0.9248629997970368,0.0,"[(0.0, 0.0), (0.0, 0.0)]","[(483, 56), (476, 56)]",False,Automated detection
2025-06-20 17:07:44,"['6', '7']",0.5522152266338313,1.3571447920993664,"[(-0.8583337315339373, 0.8583337315339373), (0.42916686576696866, 0.42916686576696866)]","[(471, 56), (505, 51)]",False,Automated detection
2025-06-20 17:07:44,"['11', '14']",0.7667975063495729,0.42916686576696866,"[(0.0, 0.8583337315339373), (0.0, 0.42916686576696866)]","[(346, 115), (337, 118)]",False,Automated detection
2025-06-20 17:07:46,"['3', '11']",0.34442270058708413,1.9761253617128138,"[(0.0, -0.6249057085036589), (-0.6249057085036589, 1.2498114170073178)]","[(206, 115), (345, 117)]",False,Automated detection
2025-06-20 17:07:46,"['7', '8']",0.7428293631502187,0.0,"[(0.6249057085036589, 0.6249057085036589), (0.6249057085036589, 0.6249057085036589)]","[(506, 52), (485, 58)]",False,Automated detection
2025-06-20 17:07:47,"['3', '14']",0.3148155408319285,1.993562116735291,"[(0.0, 0.0), (-1.7830961641553928, 0.8915480820776964)]","[(206, 115), (333, 121)]",False,Automated detection
2025-06-20 17:07:47,"['6', '8']",0.564309148124177,1.7830961641553928,"[(-0.8915480820776964, 0.8915480820776964), (0.8915480820776964, 0.8915480820776964)]","[(468, 58), (486, 59)]",False,Automated detection
2025-06-20 17:07:47,"['6', '16']",0.5407679702378316,0.8915480820776964,"[(-0.8915480820776964, 0.8915480820776964), (-1.7830961641553928, 0.8915480820776964)]","[(468, 58), (473, 59)]",False,Automated detection
2025-06-20 17:07:49,"['7', '16']",0.662245156388502,1.210311690679883,"[(0.5412678428645834, 0.5412678428645834), (-0.5412678428645834, 1.0825356857291668)]","[(508, 53), (472, 61)]",False,Automated detection
2025-06-20 17:07:49,"['8', '16']",0.8874489868976874,1.210311690679883,"[(0.5412678428645834, 0.5412678428645834), (-0.5412678428645834, 1.0825356857291668)]","[(487, 60), (472, 61)]",False,Automated detection
2025-06-20 17:07:50,"['11', '14']",0.7687085273698037,1.9303326521971242,"[(-0.9651663260985622, 1.9303326521971245), (-2.8954989782956866, 1.9303326521971245)]","[(343, 123), (328, 125)]",False,Automated detection
2025-06-20 17:07:50,"['11', '19']",0.6328291732393059,7.423074719560213,"[(-0.6486316626840208, 3.2431583134201043), (-3.955569555073117, 9.888923887682793)]","[(343, 126), (394, 138)]",False,Automated detection
2025-06-20 17:07:51,"['7', '8']",0.7264565544952285,0.0,"[(1.4120462312308926, 1.4120462312308926), (1.4120462312308926, 1.4120462312308926)]","[(511, 55), (490, 62)]",False,Automated detection
2025-06-20 17:07:51,"['14', '19']",0.5865305450354026,2.2326411260732026,"[(-2.824092462461785, 2.824092462461785), (-2.118069346846339, 4.942161809308124)]","[(324, 129), (393, 140)]",False,Automated detection
